rowid,text,party,user,url
143089,"At 844 feet long, The Tripoli (LHA-7) will support a crew of more than 1000 @USNavy Sailors &amp; almost 2000 @USMC Maräó_ https://t.co/YbLyPI3xuH",R,SenatorWicker,https://twitter.com/SenatorWicker/status/908760327860482048
212517,"Must-read @WSJ: ""A Poisoning in #Moscow"" https://t.co/FuwPrCLXZX",R,SenJohnMcCain,https://twitter.com/SenJohnMcCain/status/827927027684610049
282938,"Intent of well placed shot is not to harm an elk, but to kill it. Thx @SecretaryZinke for your horse sense. https://t.co/1L3ZAwiLVt",R,SteveDaines,https://twitter.com/SteveDaines/status/837410047013564421
24927,Thank you for sharing with the committee the benefits of the bill to #Arkansas. https://t.co/xwTnJwLNHl,R,JohnBoozman,https://twitter.com/JohnBoozman/status/887769093104955395
178000,"RT @TMRPA1: Join @CityofReno, @RTCWashoe, @washoecounty, @Aces in helping local seniors in need: https://t.co/8IvaMu0VVF https://t.co/UKRZjäó_",R,SenDeanHeller,https://twitter.com/SenDeanHeller/status/674682389856198657
139342,"RT @RichlandSC: UPDATE: All volunteer and donation requests can be made to one number, 1-888-585-9643. Please call this number... http://t.äó_",R,SenatorTimScott,https://twitter.com/SenatorTimScott/status/651829443577692160
233682,Always a pleasure to have Kansans w/ the Livestock Mktg Association in town. Thanks for stopping by! @sellatauction http://t.co/iSjCD8Wrer,R,SenPatRoberts,https://twitter.com/SenPatRoberts/status/648596518115614720
262428,#Immigration executive actions run afoul of the law. @SenatorWicker &amp; I back up that fact before #SCOTUS hears case: https://t.co/mLvmXJqMpE,R,SenThadCochran,https://twitter.com/SenThadCochran/status/717099856628682752
227988,Hatch statement on the confirmation of Makan Delrahim to lead DOJ's  Antitrust Division. https://t.co/Xca2aQd3xZäó_ https://t.co/BRyHWnaxJ3,R,senorrinhatch,https://twitter.com/senorrinhatch/status/913153052663844872
55494,"Op-Ed: In 1962, the U.S. Senate passed a resolution to establish the U.S. Senate Youth Program (USSYP). #idpol http://t.co/QR8nuI0ti6",R,MikeCrapo,https://twitter.com/MikeCrapo/status/443035199371501568
155952,"Appreciated the opportunity to meet with students, teachers and parents from @usjbruins during their spring break täó_ https://t.co/3aUQ272m6p",R,SenBobCorker,https://twitter.com/SenBobCorker/status/849712662455955457
262033,RT @SenThadCochran: Deeply saddened by the loss of life in today's @USMC KC-130 crash in the Mississippi Delta. Our thoughts &amp; prayers areäó_,R,SenThadCochran,https://twitter.com/SenThadCochran/status/884767408589856768
274539,You can watch my #VeteransDay address here:  http://t.co/ldf2sIbp4h,R,SenToomey,https://twitter.com/SenToomey/status/532211642466304000
259059,#Texans persevere &amp; will prevail! #TexasStrong #TexansHelpingTexans https://t.co/SzuYqqUNA2,R,SenTedCruz,https://twitter.com/SenTedCruz/status/904792243260850177
24566,#Olympics [Spoiler Alert] Congrats to Kansas State student-athlete @Erik_Kynard on his silver medal winning performance in the high jump.,R,JerryMoran,https://twitter.com/JerryMoran/status/232930515970310145
34716,RT @EnergyGOP: Sen. @lisamurkowski @SenDanSullivan @repdonyoung ready to welcome @SecretaryZinke to #Alaska äì¥ä_ç¥https://t.co/ELR7TTC8mx,R,lisamurkowski,https://twitter.com/lisamurkowski/status/868195304729915398
158444,#SFRC markup of Syria Transition Support Act today at 2:15pm ET. Watch it live: http://t.co/2aKSbBIvnL Bill info: http://t.co/a2YgrJhAhs,R,SenBobCorker,https://twitter.com/SenBobCorker/status/336849356177149952
212906,"Congrats @AM34! @AP: ""Scottsdale's Auston Matthews first ever with 4 goals in NHL debut with Toronto Maple Leafs"" https://t.co/gzsO2RRtUj",R,SenJohnMcCain,https://twitter.com/SenJohnMcCain/status/786591105131294720
158524,"Corker: ""her courage, clear thinking and lifelong friendship with the United States continues to inspire us all"" http://t.co/v3jqBYAnZW",R,SenBobCorker,https://twitter.com/SenBobCorker/status/321264567722319873
252563,"Sen. Inouye was a great American, a respected legislator &amp; a loyal friend. My thoughts &amp; prayers are with his family &amp; friends this evening.",R,SenShelby,https://twitter.com/SenShelby/status/280811612389130241
271611,"John Glenn 1921 äóñ 2016, Rest in Peace to an American hero. https://t.co/SDUnww9LlD",R,SenTomCotton,https://twitter.com/SenTomCotton/status/806974463220793349
67806,Are you near Richmond? My staff will be at the Ray County Courthouse from 1-2pm on Oct. 11th. Stop by: https://t.co/RWuagOmWdG #KC,R,RoyBlunt,https://twitter.com/RoyBlunt/status/784139166154002432
217345,Thank you to Claude Hone for sharing his story in Sioux Falls and to all veterans today and every day. http://t.co/ekdvMgZmZ8,R,SenJohnThune,https://twitter.com/SenJohnThune/status/400028209346920448
271117,I joined my colleagues in introducing a resolution to rescind an Obama Administration education regulation: https://t.co/gb90utAZEL,R,SenTomCotton,https://twitter.com/SenTomCotton/status/838841730287951872
168750,Farmers &amp; ranchers impacted by the devastating fires in NE CO can contact my office for assistance. Learn more here: https://t.co/kZMIPnoo5o,R,SenCoryGardner,https://twitter.com/SenCoryGardner/status/844600578042933248
33847,.@POTUS policies are not working when it comes to destroying ISIL. https://t.co/tN2vcB91cj #GrahamPlan,R,LindseyGrahamSC,https://twitter.com/LindseyGrahamSC/status/668138088644804608
212043,"Itäó»s time Rs &amp; Ds come together,recognize natl security challenges &amp; create bipartisan budget agreement instead ofäó_ https://t.co/HVokzKvzET",R,SenJohnMcCain,https://twitter.com/SenJohnMcCain/status/860245165356621825
31976,Speaking with @CBSThisMorning in just a few minutes. Tune in.,R,LindseyGrahamSC,https://twitter.com/LindseyGrahamSC/status/872783744876388354
211310,I'm proud the Senate has incorporated 104 bipartisan amendments to the #FY18NDAA to strengthen the bill &amp; reflect all members of the Senate.,R,SenJohnMcCain,https://twitter.com/SenJohnMcCain/status/908096081740910592
241587,"Our nation lost a true American hero, Jacinto Acebal, the most decorated Cuban-American soldier of the Vietnam War:äó_ https://t.co/wLeHz1bXcz",R,SenRubioPress,https://twitter.com/SenRubioPress/status/852175086509592577
4636,Louisiana has seven college baseball programs ranked in the top 52 of the RPI. Making us proud. https://t.co/0hEU0qpfoG @shreveporttimes,R,BillCassidy,https://twitter.com/BillCassidy/status/733316914622136320
18530,Sen. Inhofe visits first responders at the command center in Moore to discuss the needs to support the recovery. http://t.co/IoG7Y4mfMS,R,InhofePress,https://twitter.com/InhofePress/status/338014496188678144
116315,RT @GAagribusiness: Nice recognition of @SenatorIsakson staffer @tateizanorouke about meetings at @JacksonCoGA. #agribusiness #gapol http:/äó_,R,SenatorIsakson,https://twitter.com/SenatorIsakson/status/631933562179162113
104380,"We are awaiting further technical details, but early reports indicate...",R,SenatorFischer,https://twitter.com/SenatorFischer/status/904373521584939009
68920,"RT @REK100: ""A gentleness of spirit wrapped around a steel will"" to get things done. Sen Roy Blunt describes Dr Bill Danforth. @DanforthCenäó_",R,RoyBlunt,https://twitter.com/RoyBlunt/status/722072818666618880
117676,"Russian hacks are an attack on democracy everywhere. We must take this seriously, support allies &amp; be ready for ouräó_ https://t.co/6wAiSrrarZ",R,SenatorLankford,https://twitter.com/SenatorLankford/status/860922215335854080
173859,Team Perdue attended the groundbreaking for the new Harris County Library. Congratulations to this great community! https://t.co/iOpVTMsXLf,R,sendavidperdue,https://twitter.com/sendavidperdue/status/844293107566940160
242625,.@MarcoRubio Mourns Death Of #BlueAngels Pilot https://t.co/B4qJnSMRvZ,R,SenRubioPress,https://twitter.com/SenRubioPress/status/738820882383134720
21466,"Happy Fourth of July, everyone!",R,JeffFlake,https://twitter.com/JeffFlake/status/17734349150
137048,Good luck @GamecocksWBB today! #MarchMadness #Sweet16 https://t.co/wTy0sDGbZl,R,SenatorTimScott,https://twitter.com/SenatorTimScott/status/845703705836097536
66699,RT @nationalcouncil: Thanks @SenStabenow @RoyBlunt @DorisMatsui @RepLanceNJ7 for working to expand #mentalhealth &amp; #addictions services httäó_,R,RoyBlunt,https://twitter.com/RoyBlunt/status/915683859546681350
31666,"""This is an opportunity for the Trump administration to come down like a hammer on white supremacists,"" Graham said.https://t.co/FFwxaUKDcj",R,LindseyGrahamSC,https://twitter.com/LindseyGrahamSC/status/897603656840773632
21725,"If this bill isnäó»t good for Kansas, it isnäó»t good for me. #healthcarebill https://t.co/gkjI3WK9Gx",R,JerryMoran,https://twitter.com/JerryMoran/status/878003814351208449
243563,Senator @MarcoRubio met with Cuban dissident @antunezcuba earlier today: http://t.co/lbV1LkgAja,R,SenRubioPress,https://twitter.com/SenRubioPress/status/558392873239187456
20777,"If there was ever a better case for changing our Cuba policy, I have not seen it.  Wow. http://t.co/RWsfer09Wn",R,JeffFlake,https://twitter.com/JeffFlake/status/451895225745539073
67189,A victory for every American who believes the Constitution should be read &amp; applied as our founders intended:äó_ https://t.co/Dn9LDt0Wdu,R,RoyBlunt,https://twitter.com/RoyBlunt/status/850400297050529792
226212,Great #CutThisNotThat article in @WSJ: http://t.co/YI6Z6h8T5O President's #sequester threats forcing discussion on spending priorities.,R,SenMikeLee,https://twitter.com/SenMikeLee/status/310047077788962816
208574,This monthäó»s @FargoIncMag focuses on how #UAS is making a big difference in our state. #NDUAS https://t.co/iVoxXo8VWY,R,SenJohnHoeven,https://twitter.com/SenJohnHoeven/status/859124253052076032
73775,"RT @GOPHELP: .@SenAlexander:#Cures has been bipartisan every step of the way. We saw that in the work of @POTUS, @VP, @SpeakerRyan, &amp; @Senaäó_",R,SenAlexander,https://twitter.com/SenAlexander/status/805906941688090624
54759,.@Senate_GOPs are fighting to #FundOurTroops but @POTUS is threatening to veto the #NDAA. Our service members deserve better. #idpol,R,MikeCrapo,https://twitter.com/MikeCrapo/status/651856317859143684
270973,I enjoyed meeting with Arkansans in town for AIPAC this week. Thanks for coming by! https://t.co/TQagVwONWO,R,SenTomCotton,https://twitter.com/SenTomCotton/status/846821758825119745
212134,"RT @CVSHealth: Today, @SenJohnMcCain, @MinuteClinic, @PhxVAHealthcare &amp; @TriWest announce new program to increase #Veteransäó» access to #heaäó_",R,SenJohnMcCain,https://twitter.com/SenJohnMcCain/status/854417746414759936
136964,"Discussed my #OpportunityAgenda, housing and helping folks who are ""credit invisible"" in @BankingGOP Committee todaäó_ https://t.co/bQkndOMtIY",R,SenatorTimScott,https://twitter.com/SenatorTimScott/status/862769753617727493
266455,Great to have NCSU Athletic Director Debbie Yow stop by our DC office today. #GoPack http://t.co/DaHHS8z9mG,R,SenThomTillis,https://twitter.com/SenThomTillis/status/609075514096164864
236145,"Last night, Senate passed my resolution to designate March as ""Nat'l Read Aloud Month."" Read to your kids for justäó_ https://t.co/ZuKYS8azNK",R,senrobportman,https://twitter.com/senrobportman/status/849628102099644416
34909,"Today is Elizabeth Peratrovich Day, to celebrate one of AK's greatest civil rights activists, female leaders, &amp; chaäó_ https://t.co/OLhq216XTJ",R,lisamurkowski,https://twitter.com/lisamurkowski/status/832266794056425473
252486,RT @georgetalbot: Sen. Richard Shelby: 'ObamaCare is a failure' http://t.co/jXh6XnDjWm,R,SenShelby,https://twitter.com/SenShelby/status/363362518653079553
262488,"After 7-yr fight, @USDAFoodSafety today takes over #catfish inspection duties from @US_FDA: https://t.co/1sVp7gFTVT https://t.co/hgSXe9v219",R,SenThadCochran,https://twitter.com/SenThadCochran/status/704709928863158272
74673,#TBT to when Sen. Alexander warned the president premiums would rise under #Obamacare ... 5 _ years ago https://t.co/zFB4UxOKED,R,SenAlexander,https://twitter.com/SenAlexander/status/672500059334967296
19550,Great to spend some time with #Arizona's up-and-coming rural leaders and members of #ProjectCENTRL Class XXV https://t.co/nLZhqFq3rL,R,JeffFlake,https://twitter.com/JeffFlake/status/849385766090407940
230712,"Earlier today Senator Hatch joined @SpeakerRyan in signing #CuresNow, with a number of key provisions he included täó_ https://t.co/uFNKEX9K1n",R,senorrinhatch,https://twitter.com/senorrinhatch/status/806932888847609856
127042,OPED: @SenatorShaheen &amp; I are joining together 2 support America's small biz - this #smallbusinessweek &amp; every week. https://t.co/SlVBOX2qTg,R,SenatorRisch,https://twitter.com/SenatorRisch/status/859432823685599232
225929,Coalition to block and defund #ObamaCare is growing: http://t.co/9zPLdjvrF7 Help keep up the momentum w/ RT #DontFundIt,R,SenMikeLee,https://twitter.com/SenMikeLee/status/359735537566875649
282668,I'm excited to host @SecretarySonny in Great Falls for the @mtagsummit. https://t.co/YJpIigGI4e,R,SteveDaines,https://twitter.com/SteveDaines/status/859872766962565120
231555,Honored to receive this award. Thank you for stopping by! https://t.co/YcerxchFxX,R,SenPatRoberts,https://twitter.com/SenPatRoberts/status/856990161305042946
36654,RT @SenatorTimScott: After tonight we will have already voted on more amendments this year (three weeks) than Democrats allowed in all of 2äó_,R,lisamurkowski,https://twitter.com/lisamurkowski/status/558397829845364736
206430,Todayäó»s positive EIS proves we can move forward w/Jordan Cove #LNG export project while protecting our environment. http://t.co/ePiAlHsmRu,R,SenJohnBarrasso,https://twitter.com/SenJohnBarrasso/status/530837618620366850
16861,#TellusTuesday Are you for #keystoneXL?,R,InhofePress,https://twitter.com/InhofePress/status/555133740608155648
269075,Itäó»s an honor to receive the Public Policy Award from the Nation Association of Mutual Insurance Companies (NAMIC). http://t.co/4JhplCiQHX,R,SenToddYoung,https://twitter.com/SenToddYoung/status/327541515280867329
232863,Pleased the Senate passed #DTSA - impt bill to protect intellectual property &amp; innovation. Another bipar accomplishment for the GOP Senate.,R,SenPatRoberts,https://twitter.com/SenPatRoberts/status/717112474949066752
53221,Sen. McConnell enjoyed visiting with them in the @uscapitol  https://t.co/DOXuP8Itbh,R,McConnellPress,https://twitter.com/McConnellPress/status/608734902541012993
209958,New western #NorthDakota flight option @united to offer roundtrip flight daily from #Williston 2 Houston beg Aug 19.  http://t.co/xOhoWAmwGZ,R,SenJohnHoeven,https://twitter.com/SenJohnHoeven/status/466266214864797696
16646,EVENING READ: Weather World: Video of Tropical Storm Bill remnants moving through Oklahoma http://t.co/piYcDi7P1o,R,InhofePress,https://twitter.com/InhofePress/status/611668476189478913
232682,Pleased the administration has reversed its course on the #lesserprairiechicken. A win for #ag and jobs in Kansas. https://t.co/SIk7Q2x40q,R,SenPatRoberts,https://twitter.com/SenPatRoberts/status/730865826870530048
19906,Visited Stinger Bridge &amp; Iron in Coolidge with other local electeds. @pinalcounty @tjshopeforaz @frankpratt https://t.co/Q7jN0T9rwc,R,JeffFlake,https://twitter.com/JeffFlake/status/766060478682497024
34486,"I have a res. recognizing Sept. as Alaska Wild Salmon Month, encouraging others to celebrate this valuable industry. https://t.co/yos7pN20UG",R,lisamurkowski,https://twitter.com/lisamurkowski/status/908365503936245760
238721,".@SenRonJohnson spoke to @SFATAorg on e-cigarettes: https://t.co/4H7i5c9cwC. Subscribe to äóìHey, Wisconsinäó for more: https://t.co/LqWZVyZcV2",R,SenRonJohnson,https://twitter.com/SenRonJohnson/status/735465320970915840
145782,Enjoyed 36th annual #GumTreeRun with Gravlee Neighborhood friends this morning. @MyTupelo,R,SenatorWicker,https://twitter.com/SenatorWicker/status/333224757363351552
31761,"Unfortunately other part of proposal reduces legal immigration by half inclding many immigrants who work legally in Ag, tourism, &amp; service.2",R,LindseyGrahamSC,https://twitter.com/LindseyGrahamSC/status/892789457673498625
212408,Interpreters in #Iraq &amp; #Afghanistan literally put their lives on line to help us in the fight against terrorismäó_ https://t.co/zomqe0QQOe,R,SenJohnMcCain,https://twitter.com/SenJohnMcCain/status/837382459775942656
266703,A federal court agrees that the President's executive actions on immigration overstep his constitutional authority.,R,SenThomTillis,https://twitter.com/SenThomTillis/status/568066221305962496
114511,"RT @ConcernedVets: Today @SenRubioPress, @SenatorIsakson, &amp; @SenatorTester will introduce a strong bill: the VA Accountability &amp; Whistlebloäó_",R,SenatorIsakson,https://twitter.com/SenatorIsakson/status/862685324966809601
6379,Obamacare will cause millions of seniors to lose their current Medicare Advantage äóñ Iäó»m working to protect their coverage,R,BillCassidy,https://twitter.com/BillCassidy/status/408247229401817088
74063,"In 2014, Congress voted to spend more on wasteful #BigWind subsidy than @doescience at @ENERGY",R,SenAlexander,https://twitter.com/SenAlexander/status/765243693511041024
285294,Martin Luther King Jr's words speak loudly for today #CharlestonShooting http://t.co/NmU9h8aBC9,R,SteveDaines,https://twitter.com/SteveDaines/status/611924973159063552
165154,See you then! https://t.co/ibVpgmWlUN,R,SenCapito,https://twitter.com/SenCapito/status/760204244091805696
115982,"I'll be on with my friend, @ChrisBeckham442 at 8:05 AM on @ValdostaToday. We'll be talking ISIL, VA. Tune in LIVE: https://t.co/YcS727dScz",R,SenatorIsakson,https://twitter.com/SenatorIsakson/status/672398903568957440
74491,RT @nielslesniewski: .@SenAlexander told me Common Core has already been gutted and candidates that still talk about it are wasting their täó_,R,SenAlexander,https://twitter.com/SenAlexander/status/697592589080334336
214812,A warm welcome and many prayers to the thousands who traveled to D.C. for the #MarchForLife today. @March_for_Life,R,SenJohnThune,https://twitter.com/SenJohnThune/status/825003383601950721
273557,On with Gary Sutton now to discuss Judge Neil Gorsuchäó»s #SCOTUS nomination. Hope you can listen in: https://t.co/DvZETfGDq9,R,SenToomey,https://twitter.com/SenToomey/status/849228203801620481
173157,Enjoyed meeting with the Rice family from Craig yesterday. They travelled to D.C. so that theiräó_ https://t.co/nbIUh6g170,R,SenDanSullivan,https://twitter.com/SenDanSullivan/status/601070625537548288
16383,"ICYMI:@jiminhofe talks Trump, regulations with @benfelder_okc at @newsok. https://t.co/SNlcqC7C2K",R,InhofePress,https://twitter.com/InhofePress/status/805820180630794240
